url_path,views_total,views_unique
/cicsdev/cics-java-liberty-link,43,18
/cicsdev/cics-java-liberty-link/tree/main/cics-java-liberty-link-app,29,5
/cicsdev/cics-java-liberty-link/blob/main/README.md,18,7
/cicsdev/cics-java-liberty-link/tree/main/etc,16,3
/cicsdev/cics-java-liberty-link/blob/main/cics-java-liberty-link-app/src/main/webapp/WEB-INF/web.xml,14,2
/cicsdev/cics-java-liberty-link/tree/main,11,4
/cicsdev/cics-java-liberty-link/blob/main/cics-java-liberty-link-app/src/main/java/com/ibm/cics/server/examples/wlp/link/HelloLiberty.java,10,4
/cicsdev/cics-java-liberty-link/tree/main/cics-java-liberty-link-bundle,10,3
/cicsdev/cics-java-liberty-link/blob/main/etc/eclipse_projects/com.ibm.cics.server.examples.wlp.link.bundle/META-INF/cics.xml,10,2
/cicsdev/cics-java-liberty-link/blob/main/cics-java-liberty-link-app/build.gradle,9,3
