time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-26 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-08-27 00:00:00+00:00,1.0,1.0,,
2024-08-28 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-08-30 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-09-01 00:00:00+00:00,,,2.0,1.0
2024-09-02 00:00:00+00:00,1.0,1.0,,
2024-09-03 00:00:00+00:00,,,2.0,1.0
2024-09-05 00:00:00+00:00,4.0,4.0,,
2024-09-06 00:00:00+00:00,1.0,1.0,28.0,1.0
