url_path,views_total,views_unique
/cicsdev/cics-java-osgi-link,7,4
/cicsdev/cics-java-osgi-link/blob/cicsts/v6.1/README.md,5,1
/cicsdev/cics-java-osgi-link/tree/cicsts/v6.1,4,3
/cicsdev/cics-java-osgi-link/blob/cicsts/v6.1/etc/DFHCSD.txt,4,1
/cicsdev/cics-java-osgi-link/commits/cicsts/v6.1/README.md,3,1
/cicsdev/cics-java-osgi-link/tree/cicsts/v5.5,3,1
/cicsdev/cics-java-osgi-link/tree/cicsts/v5.5/etc,2,2
/cicsdev/cics-java-osgi-link/tree/cicsts/v6.1/cics-java-osgi-link-bundle,2,2
/cicsdev/cics-java-osgi-link/actions,2,1
/cicsdev/cics-java-osgi-link/blob/cicsts/v5.5/etc/DFHCSD.txt,2,1
