url_path,views_total,views_unique
/cicsdev/cics-java-liberty-springboot-jcics,32,15
/cicsdev/cics-java-liberty-springboot-jcics/actions/workflows/java.yml,10,2
/cicsdev/cics-java-liberty-springboot-jcics/pulls,9,3
/cicsdev/cics-java-liberty-springboot-jcics/pull/14,8,4
/cicsdev/cics-java-liberty-springboot-jcics/tree/main/src/main/java/com/ibm/cicsdev/springboot/jcics,8,4
/cicsdev/cics-java-liberty-springboot-jcics/blob/main/src/main/java/com/ibm/cicsdev/springboot/jcics/BrowseTSQController.java,6,3
/cicsdev/cics-java-liberty-springboot-jcics/pull/14/files,5,4
/cicsdev/cics-java-liberty-springboot-jcics/tree/main/src/main,5,4
/cicsdev/cics-java-liberty-springboot-jcics/branches,5,1
/cicsdev/cics-java-liberty-springboot-jcics/blob/main/pom.xml,4,4
