url_path,views_total,views_unique
/cicsdev/cics-nodejs-invoke,24,9
/cicsdev/cics-nodejs-invoke/pull/14,19,7
/cicsdev/cics-nodejs-invoke/pull/14/files,9,3
/cicsdev/cics-nodejs-invoke/tree/main/projects/cics-nodejs-invoke,8,3
/cicsdev/cics-nodejs-invoke/pull/16,7,3
/cicsdev/cics-nodejs-invoke/pulls,7,2
/cicsdev/cics-nodejs-invoke/security/dependabot,7,2
/cicsdev/cics-nodejs-invoke/branches,5,1
/cicsdev/cics-nodejs-invoke/blob/main/projects/cics-nodejs-invoke/package.json,4,2
/cicsdev/cics-nodejs-invoke/blob/main/projects/cics-nodejs-invoke/package-lock.json,4,2
