time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-06 00:00:00+00:00,157,38,31,2
2026-05-07 00:00:00+00:00,217,58,29,5
2026-05-08 00:00:00+00:00,35,7,0,0
2026-05-09 00:00:00+00:00,10,3,0,0
2026-05-10 00:00:00+00:00,8,1,0,0
2026-05-11 00:00:00+00:00,111,27,19,2
2026-05-12 00:00:00+00:00,34,7,2,2
2026-05-13 00:00:00+00:00,59,13,8,2
2026-05-14 00:00:00+00:00,10,3,0,0
2026-05-15 00:00:00+00:00,8,1,0,0
2026-05-16 00:00:00+00:00,8,1,0,0
2026-05-17 00:00:00+00:00,8,1,0,0
2026-05-18 00:00:00+00:00,10,3,0,0
2026-05-19 00:00:00+00:00,47,14,11,1
